"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Marius","marius","1 Published Canonical","","footbagmoves","1","6","True","marius (live DB; Spinning Paradox Torque)","settled","first_class_ready","high","high","clip-spin-clip","spinning","spinning(+1) + paradox(+1) + torque(4) --> 6 ADDs","","","FB.org 6-ADD confirms 'Marius' (source_adds=6; jobs='CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Matador","matador","1 Published Canonical","","footbagmoves,passback","2","5","True","","","","high","","clip-double-dex-clip","","","","",""
"Merkon","merkon","1 Published Canonical","","footbagmoves","1","3","True","merkon (live DB; pt4 spinning-legover; pt4+followup standalone dex)","settled","first_class_ready","high","high","clip-spin-toe","spinning","spinning(+1) + legover(2) --> 3 ADDs","pt4 + followup-2026-04: Merkon = standalone dex; pt5 flipped to legover base. Alt notation: TOE > (back) SPIN [BOD] > SAME OUT [DEX] > SAME TOE [DEL].","","FB.org 3-ADD confirms 'Merkon' (source_adds=3; jobs_notation_raw='CLIP > (back) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DEL]'; component_flags='[bod] [dex] [del]'); ingested 2026-05-21."
"Mind Bender","mind-bender","1 Published Canonical","","footbagmoves","1","6","True","","","","high","","clip-duck-whirl","","","","",""
"Mirage","mirage","1 Published Canonical","","fborg","1","2","True","mirage (live DB; family-anchor)","settled","first_class_ready","","high","","dex","dex(1) + stall(1) --> 2 ADDs","Canonical 2-ADD foundational atom with explicit Jobs notation in source. Family-anchor for the mirage cohort per DP-1 FAMILY_INVARIANTS.","",""
"Mobius","mobius","1 Published Canonical","","footbagmoves","1","5","True","mobius (live DB; Red 2026-05-15 = Gyro Torque federation equivalence; multi-depth recursive showcase)","hedged","observational","high","high","clip-spin-clip","gyro","gyro(+1) + torque(4) --> 5 ADDs","Red 2026-05-15: Mobius approx Gyro Torque (federation equivalence). Multi-description equivalence showcase (gyro torque / spinning ss torque / spinning ss miraging op osis).","","FB.org 5-ADD confirms 'Mobius' (source_adds=5; jobs='CLIP > (BACK) SPIN [BOD] > SAME IN [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Montage","montage","1 Published Canonical","","footbagmoves,passback","2","7","True","","","","high","","clip-spin-whirl","","","","",""
"Mullet","mullet","1 Published Canonical","","footbagmoves,passback","2","6","True","","","","high","","clip-duck-whirl","","","","",""
"Neck Delay","neck-delay","1 Published Canonical","","fborg","1","1","True","","settled","first_class_ready","","high","","unusual-surface","unusual surface(1) --> 1 ADD","Multiple neck-stall variants exist by entry side and head tilt; this is the baseline atom.","",""
"neck stall","neck-stall","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"Nemesis","nemesis","1 Published Canonical","","footbagmoves","1","6","True","nemesis (live DB; SCALE-9 pilot; §3.2 stated-ADD-without-stated-structure trio)","settled","first_class_ready","high","high","clip-multi-dex-clip","dex","barraging(+2) + barfly(4) --> 6 ADDs","§3.2 policy-class row (stated ADD, structure = Barraging Barfly). Trio: nemesis + jani-walker + bullwhip.","","FB.org 6-ADD confirms 'Nemesis' (source_adds=6; jobs='CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Nova","nova","1 Published Canonical","","footbagmoves","1","4","True","","","","high","","toe-to-toe","","","","",""
"Nuclear Mirage","nuclear-mirage","1 Published Canonical","","footbagmoves","1","4","True","","","","none","","no-notation","","","","",""
"Omelette","omelette","1 Published Canonical","","footbagmoves","1","4","True","omelette (live DB; pt2+followup-2026-04 = Atomic Illusion = 3 ADD)","settled","first_class_ready","high","high","toe-xdex-toe","atomic","atomic(+1) + illusion(2) --> 3 ADDs","pt2+followup ruled Omelette = Atomic Illusion = 3 ADD. FB.org-3add aligns with IFPA canonical 3 ADD; FM lists at 4 ADD (federation_math_divergence).","","FM source has Omelette at 4 ADD; FB.org and IFPA canonical both at 3 ADD (atomic non-rotational + illusion). | FB.org 3-ADD confirms 'Omelette' (source_adds=3; jobs_notation_raw='TOE > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21."
"orbit","orbit","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"Osis","osis","1 Published Canonical","","fborg,footbagmoves","2","3","True","osis (live DB; FIRST_CLASS_TIER_1; family-anchor)","settled","first_class_ready","none","high","no-notation","spin","spin(1) + xbody(1) + stall(1) --> 3 ADDs","Foundational rotational atom; spin-flag (atomic) + xbody + stall = 3 ADD. Family-anchor.","",""
"Outside Delay","outside-delay","1 Published Canonical","","fborg","1","1","True","","settled","first_class_ready","","high","","stall","stall(1) --> 1 ADD","Foundational stall surface. Asterisk indicates video demonstration available.","",""
"outside stall","outside-stall","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"Paradon","paradon","1 Published Canonical","","footbagmoves","1","4","True","paradon (live DB; opposite-leg sibling to Double-Over Down)","settled","first_class_ready","high","high","toe-double-dex-clip","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Opposite-leg sibling to double-over-down.","","FB.org 4-ADD confirms 'Paradon' (source_adds=4; jobs='TOE > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [dex] [xbd] [del]'); ingested 2026-05-21."
"paradox","paradox","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"Paradox Blender","paradox-blender","1 Published Canonical","","fborg","1","5","True","","settled","first_class_ready","","high","","paradox","paradox(+1) + blender(4) --> 5 ADDs","","",""
"Paradox Drifter","paradox-drifter","1 Published Canonical","","fborg","1","4","True","","settled","first_class_ready","","high","","paradox","paradox(+1) + drifter(3) --> 4 ADDs","Paradox modifier on drifter base.","",""
"Paradox Mirage","paradox-mirage","1 Published Canonical","","fborg","1","3","True","paradox-mirage (live DB; FIRST_CLASS_TIER_2)","settled","first_class_ready","","high","","paradox","paradox(+1) + mirage(2) --> 3 ADDs","Paradox modifier on mirage base. First-class pilot member.","",""
"paradox symposium whirl","paradox-symposium-whirl","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"Paradox Torque","paradox-torque","1 Published Canonical","","fborg","1","5","True","paradox-torque (live DB)","settled","first_class_ready","","high","","paradox","paradox(+1) + torque(4) --> 5 ADDs","","",""
"Paradox Whirl","paradox-whirl","1 Published Canonical","","fborg","1","4","True","paradox-whirl (live DB)","settled","first_class_ready","","high","","paradox","paradox(+1) + whirl(3) --> 4 ADDs","Paradox modifier on whirl base.","",""
"Parkwalk","parkwalk","1 Published Canonical","","footbagmoves","1","4","True","parkwalk (live DB; SCALE-11 pilot)","settled","first_class_ready","high","high","toe-walk-clip","pixie","pixie(+1) + ss-butterfly(3) --> 4 ADDs","Walking-family 5th member (closes -walk cluster).","","FB.org 4-ADD confirms 'Parkwalk' (source_adds=4; jobs='TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [dex] [xbd] [del]'); ingested 2026-05-21."
"Paste","paste","1 Published Canonical","","footbagmoves,passback","2","3","True","","","","high","","toe-double-dex-toe","","","","",""
"Pdx Blender","pdx-blender","1 Published Canonical","","footbagmoves","1","5","True","","","","none","","no-notation","","","","",""
"Pdx Drifter","pdx-drifter","1 Published Canonical","","footbagmoves","1","4","True","","","","none","","no-notation","","","","",""
"Pdx Mirage","pdx-mirage","1 Published Canonical","","footbagmoves","1","3","True","","","","none","","no-notation","","","","",""
"Pdx Torque","pdx-torque","1 Published Canonical","","footbagmoves","1","5","True","","","","none","","no-notation","","","","",""
"Pdx Whirl","pdx-whirl","1 Published Canonical","","footbagmoves","1","4","True","","","","none","","no-notation","","","","",""
"Peak Delay","peak-delay","1 Published Canonical","","fborg","1","1","True","","settled","first_class_ready","","high","","unusual-surface","unusual surface(1) --> 1 ADD","Cap-peak surface stall; pt8 ruled = 1 ADD.","",""
"Pendulum","pendulum","1 Published Canonical","","fborg","1","2","True","","hedged","observational","","high","","stall","stall(1) + dex(1) --> 2 ADDs","Swing-element compound; descending-arc technique. Sibling Rake is the reverse-direction companion (per Sprint 6 in resolved formulas; FM lists rake at 3 ADD vs IFPA 2).","Whether Pendulum + Rake should be canonical or remain folk-named technique entries.",""
"Phoenix","phoenix","1 Published Canonical","","footbagmoves","1","5","True","","","","high","","toe-duck-clip","","","","",""
"Pickup","pickup","1 Published Canonical","","fborg","1","2","True","pickup (live DB)","settled","first_class_ready","","high","","dex","dex(1) + stall(1) --> 2 ADDs","Canonical 2-ADD foundational atom with explicit Jobs notation in source. Source description was empty in fborg-2add.txt.","",""
"Pigbeater","pigbeater","1 Published Canonical","","footbagmoves,passback","2","4","True","","","","high","","toe-multi-dex-toe","","","","",""
"Pincher (Squeeze)","pincher-squeeze","1 Published Canonical","","fborg","1","2","True","","settled","first_class_ready","","high","","unusual-surface","unusual surface(1) + stall(1) --> 2 ADDs","pt8 ruled Squeeze/Pincher = 2 ADDs each. Source parenthetical ""(Squeeze)"" preserved as alternate name.","",""
"Pixie","pixie","1 Published Canonical","","fborg","1","2","True","pixie (live DB; pixie-as-base; pixie-as-modifier is +1)","settled","first_class_ready","","high","","dex","dex(1) + stall(1) --> 2 ADDs","Canonical 2-ADD foundational atom with explicit Jobs notation in source.","",""
"Pixie Drifter (same side)","pixie-drifter","1 Published Canonical","","footbagmoves","1","4","True","","","","none","","no-notation","","","","",""
"Pixie Illusion (same side)","pixie-illusion","1 Published Canonical","","footbagmoves","1","3","True","","","","none","","no-notation","","","","",""
"Pixie Mirage (same side)","pixie-mirage","1 Published Canonical","","footbagmoves","1","3","True","","","","none","","no-notation","","","","",""
"Plasma","plasma","1 Published Canonical","","footbagmoves","1","5","True","plasma (live DB; SCALE-9 pilot; Quantum Double Over Down)","settled","first_class_ready","high","high","toe-multi-dex-clip","quantum","quantum(+1) + double-over-down(4) --> 5 ADDs","","","FB.org 5-ADD confirms 'Plasma' (source_adds=5; jobs='TOE > OP IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"pogo","pogo","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"PS Whirl","ps-whirl","1 Published Canonical","","footbagmoves","1","5","True","paradox-symposium-whirl (live DB; FIRST_CLASS_TIER_2)","settled","first_class_ready","none","high","no-notation","paradox","paradox(+1) + symposium(+1) + whirl(3) --> 5 ADDs","","","FB.org 5-ADD confirms 'PS Whirl' (source_adds=5; jobs='CLIP (plant) > (no plant while) SAME IN [BOD] [PDX] [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"quantum","quantum","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"Rake","rake","1 Published Canonical","","fborg,footbagmoves","2","2,3","True","","hedged","observational","none","high","no-notation","stall","stall(1) + dex(1) --> 2 ADDs","Reverse-direction companion to Pendulum (per Sprint 6 resolved formulas). FootbagMoves lists rake at 3 ADD; IFPA treats it as 2 per swing-element doctrine. Red review pending per resolved-formulas provenance.","ADD divergence: IFPA 2 vs FM 3.",""
"Reaper","reaper","1 Published Canonical","","footbagmoves","1","3","True","reaper (live DB; UNRESOLVED_COMPOUNDS; orphan after clipper-stall family retirement)","pending","observational","high","low","clip-double-dex-toe","dex","dex(1) + dex(1) + stall(1) --> 3 ADDs","Folk-derived; no clear canonical decomposition; orphan after clipper-stall family retirement (Slice M 2026-05-16). Member of UNRESOLVED_COMPOUNDS allow-list.","Canonical decomposition; structural identity post clipper-stall family retirement.","FB.org 3-ADD confirms 'Reaper' (source_adds=3; jobs_notation_raw='CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL].'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21."
"Refraction","refraction","1 Published Canonical","","fborg","1","3","True","refraction (live DB; pt6 dex classification)","settled","first_class_ready","","medium","","dex","stall(1) + dex(1) + xbody(1) --> 3 ADDs","pt6 ruled refraction = dex (classification settled).","",""
"rev up","rev-up","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"rev whirl","rev-whirl","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","",""
"Reverse Drifter","reverse-drifter","1 Published Canonical","","fborg","1","3","True","reverse-drifter (live DB; pt6 separate canonical)","settled","first_class_ready","","high","","dex","dex(1) + xbody(1) + stall(1) --> 3 ADDs","pt6 ruled Reverse Drifter = Grifter (separate canonical, not descriptive). Direction-variant of drifter.","",""
"Reverse Swirl","reverse-swirl","1 Published Canonical","","footbagmoves","1","3","True","","settled","first_class_ready","none","high","no-notation","dex","dex(1) + xbody(1) + stall(1) --> 3 ADDs","Direction-reverse variant of swirl. Direction is positional (+0).","","FB.org 3-ADD confirms 'Reverse Swirl' (source_adds=3; jobs_notation_raw='CLIP > SAME FRONT SWIRL [DEX] > SAME CLIP [XBD] [DEL]'; component_flags='[dex] [xbd] [del]'); ingested 2026-05-21."
"Reverse Whirl","reverse-whirl","1 Published Canonical","","footbagmoves","1","3","True","rev-whirl (live DB; sibling terminal family)","settled","first_class_ready","none","high","no-notation","dex","dex(1) + xbody(1) + stall(1) --> 3 ADDs","Sibling terminal family per DP-1 FAMILY_INVARIANTS (leggy out dex > ss clipper). Direction-variant of whirl.","","FB.org 3-ADD confirms 'Reverse Whirl' (source_adds=3; jobs_notation_raw='SET > OP OUT [DEX] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [xbd] [del]'); ingested 2026-05-21."
"Revup","revup","1 Published Canonical","","footbagmoves","1","3","True","","","","none","","no-notation","","","","",""
