name,slug,heading,source,sources,parser,doctrine,ledger,ledger_sub,resolves_to,complete_trick,exec_known,decomp_known,add_derivable,actionable,question,owner,disposition
Inward Gyro Flail,inward-gyro-flail,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:inward_gyro_direction,,Y,N,N,N,Y,what inward denotes on a gyro,James+Red (Notation paper),DOCTRINE (R2 inward)
Inward Gyro Illusion,inward-gyro-illusion,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:inward_gyro_direction,,Y,N,N,N,Y,what inward denotes on a gyro,James+Red (Notation paper),DOCTRINE (R2 inward)
Nuclear Ducking Mirage,nuclear-ducking-mirage,Awaiting Doctrine,FM,footbagmoves,compression-ambiguity,stable,doctrine/C,doctrine:sumo_xdex_rider,,Y,N,N,N,Y,ADD is 5 or 6 depending on the sumo X-Dex rider,James+Red (rider),DOCTRINE (R3 sumo rider)
Nuclear Ducking Mirage (Sumo Thong),nuclear-ducking-mirage-sumo-thong,Awaiting Doctrine,SG,stanford,compression-ambiguity,stable,doctrine/C,doctrine:sumo_xdex_rider,,Y,N,N,N,Y,ADD is 5 or 6 depending on the sumo X-Dex rider,James+Red (rider),DOCTRINE (R3 sumo rider)
Paradox Blurry Whirl,paradox-blurry-whirl,Awaiting Doctrine,FB,fborg,,stable,doctrine/C,doctrine:blurry_expansion,,Y,N,Y,Y,Y,does the blurry form carry the paradox term?,James+Red (Scoring paper),DOCTRINE (R1 blurry predicate)
Paradox Drifter XBD Rake,paradox-drifter-xbd-rake,Awaiting Doctrine,FM,footbagmoves,ambiguous-terminal-mechanic,stable,doctrine/C,doctrine:crossbody_rake_base,,Y,N,N,N,Y,what the crossbody-rake base is structurally,James+Red (Notation paper),DOCTRINE (R2 rake base)
Pixie Inward Gyro Mirage,pixie-inward-gyro-mirage,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:inward_gyro_direction,,Y,N,N,N,Y,what inward denotes on a gyro,James+Red (Notation paper),DOCTRINE (R2 inward)
Pixie Miraging Symposium Miraging Legover,pixie-miraging-symposium-miraging-legover,Awaiting Doctrine,FM,footbagmoves,high,stable,doctrine/C,doctrine:repeated_operator,,Y,N,Y,Y,Y,how the same scored operator twice is valued,James+Red (Scoring paper),DOCTRINE (R1 repeated-operator)
Pixie ss Symposium Reverse Whirling XBD Rake,pixie-ss-symposium-reverse-whirling-xbd-rake,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:crossbody_rake_base,,Y,N,N,N,Y,what the crossbody-rake base is structurally,James+Red (Notation paper),DOCTRINE (R2 rake base)
Pixie ss XBD Rake,pixie-ss-xbd-rake,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:crossbody_rake_base,,Y,N,N,N,Y,what the crossbody-rake base is structurally,James+Red (Notation paper),DOCTRINE (R2 rake base)
Pixie Zulu Mirage,pixie-zulu-mirage,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,deferred/C,mirror-ineligible:mirror-inactive,,Y,N,N,N,Y,no live mirror sibling to derive from; needs footage or notation,evidence,EVIDENCE (mirror-ineligible)
Pogo Clipper,pogo-clipper,Awaiting Doctrine,SG,stanford,ambiguous-terminal-mechanic,stable,doctrine/C,doctrine:pogo_clipper_terminal,,Y,N,N,N,Y,is the pogo-clipper terminal a kick or a stall,James+Red (rider),DOCTRINE (R3 pogo terminal)
Pogo ss Clipper,pogo-ss-clipper,Awaiting Doctrine,SG,stanford,ambiguous-terminal-mechanic,stable,doctrine/C,doctrine:pogo_clipper_terminal,,Y,N,Y,Y,Y,is the pogo-clipper terminal a kick or a stall,James+Red (rider),DOCTRINE (R3 pogo terminal)
Quantum Weaving Butterfly,quantum-weaving-butterfly,Awaiting Doctrine,FM,footbagmoves,parser-ambiguity,policy-dependent,deferred/C,mirror-ineligible:no-canonical-mirror,,Y,N,N,N,Y,no live mirror sibling to derive from; needs footage or notation,evidence,EVIDENCE (mirror-ineligible)
Spinning far Miraging Symp. Miraging Refraction,spinning-miraging-symposium-miraging-refraction,Awaiting Doctrine,PB,passback,high,stable,,,,Y,N,N,Y,Y,how the same scored operator twice is valued,James+Red (Scoring paper),DOCTRINE (R1 repeated-operator)
Spinning XBD Rake,spinning-xbd-rake,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:crossbody_rake_base,,Y,N,N,N,Y,what the crossbody-rake base is structurally,James+Red (Notation paper),DOCTRINE (R2 rake base)
Surging PS Whirling XBD Rake,surging-ps-whirling-xbd-rake,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:crossbody_rake_base,,Y,N,N,N,Y,what the crossbody-rake base is structurally,James+Red (Notation paper),DOCTRINE (R2 rake base)
Swirling XBD Rake,swirling-xbd-rake,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:crossbody_rake_base,,Y,N,N,N,Y,what the crossbody-rake base is structurally,James+Red (Notation paper),DOCTRINE (R2 rake base)
Symp. Illusioning Illusioning Mirage,symp-illusioning-illusioning-mirage,Awaiting Doctrine,PB,passback,unknown-modifier-token,stable,doctrine/C,doctrine:repeated_operator,,Y,N,N,N,Y,how the same scored operator twice is valued,James+Red (Scoring paper),DOCTRINE (R1 repeated-operator)
Symposium Reverse Whirling XBD Rake,symposium-reverse-whirling-xbd-rake,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,doctrine/C,doctrine:crossbody_rake_base,,Y,N,N,N,Y,what the crossbody-rake base is structurally,James+Red (Notation paper),DOCTRINE (R2 rake base)
Tapping Weaving Mirage,tapping-weaving-mirage,Awaiting Doctrine,SG,stanford,,blocked,deferred/C,mirror-ineligible:no-canonical-mirror,,Y,N,N,N,Y,no live mirror sibling to derive from; needs footage or notation,evidence,EVIDENCE (mirror-ineligible)
Terraging Clipper,terraging-clipper,Awaiting Doctrine,SG,stanford,ambiguous-terminal-mechanic,stable,doctrine/C,doctrine:terraging_chain,,Y,N,N,N,Y,registry +3 vs shipped notations vs fb.org 3-bracket vs Red 4,James+Red (Scoring paper),DOCTRINE (R1 terraging)
Terraging near Clipper,terraging-near-clipper,Awaiting Doctrine,PB,passback,ambiguous-terminal-mechanic,stable,doctrine/C,doctrine:terraging_chain,,Y,N,N,N,Y,registry +3 vs shipped notations vs fb.org 3-bracket vs Red 4,James+Red (Scoring paper),DOCTRINE (R1 terraging)
Weaving XBD Rake,weaving-xbd-rake,Awaiting Doctrine,SG,stanford,unknown-modifier-token,blocked,doctrine/C,doctrine:crossbody_rake_base,,Y,N,N,N,Y,what the crossbody-rake base is structurally,James+Red (Notation paper),DOCTRINE (R2 rake base)
Zulu Paradox Whirl,zulu-paradox-whirl,Awaiting Doctrine,SG,stanford,unknown-modifier-token,stable,deferred/C,mirror-ineligible:mirror-inactive,,Y,N,N,N,Y,no live mirror sibling to derive from; needs footage or notation,evidence,EVIDENCE (mirror-ineligible)
Atomic far Symp. Double Down,atomic-far-symp-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Atomic os Symposium Double Over Down,atomic-os-symposium-double-over-down,Awaiting Curator Review,FM,footbagmoves,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Barraging ss Double Double Down,barraging-ss-double-double-down,Awaiting Curator Review,FM,footbagmoves,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Clipper far Symp. Double Down,clipper-far-symp-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Clipper near Symp. Double Down,clipper-near-symp-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
DOD Reverse Swirl,dod-reverse-swirl,Awaiting Curator Review,SG,stanford,unknown-modifier-token,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Fairy Spinning Double Over Down,fairy-spinning-double-over-down,Awaiting Curator Review,FM,footbagmoves,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Flailing ss Symposium Double Over Down,flailing-ss-symposium-double-over-down,Awaiting Curator Review,FM,footbagmoves,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Frantic far Double Down Swirl,frantic-far-double-down-swirl,Awaiting Curator Review,PB,passback,unknown-modifier-token,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Gyro Shooting Double Down (Gyro Shooting Star),gyro-shooting-double-down-gyro-shooting-star,Awaiting Curator Review,SG,stanford,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Miraging far Symp. Double Down,miraging-far-symp-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Pixie near Double Down,pixie-near-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Pixie Quantum Double Over Down Swirl,pixie-quantum-double-over-down-swirl,Awaiting Curator Review,FM,footbagmoves,unknown-modifier-token,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Pixie Spinning Double Over Down,pixie-spinning-double-over-down,Awaiting Curator Review,FM,footbagmoves,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Sailing DOD,sailing-dod,Awaiting Curator Review,SG,stanford,unknown-modifier-token,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Spinning Symposium Double Over Down,spinning-symposium-double-over-down,Awaiting Curator Review,FM,footbagmoves,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Stepping far Symp. Double Down,stepping-far-symp-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Tapping Double Down,tapping-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Toe far Symp. Double Down,toe-far-symp-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Toe near Symp. Double Down,toe-near-symp-double-down,Awaiting Curator Review,PB,passback,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Toe set Spinning Double Over Down,toe-set-spinning-double-over-down,Awaiting Curator Review,FM,footbagmoves,ambiguous-terminal-mechanic,policy-dependent,governance/D,down-family-per-trick-verification,,Y,N,N,N,Y,assign the four-cell grid cell (parity trace where a JOB exists; name markers otherwise),James,JAMES (down-family cell call)
Nuclear ss Reverse Guay,nuclear-ss-reverse-guay,Awaiting Identification,SG,stanford,compression-ambiguity,stable,identification/C,,,Y,N,Y,Y,Y,which live identity the ss name denotes,James,JAMES (alias target)
Alpine Magellan,alpine-magellan,"Documented execution, decomposition unresolved",PB,passback,unresolved-directional-syntax,stable,parser/C,parser:unresolved-directional-syntax,,Y,N,N,Y,Y,unresolved directional token in the name,James+Red (Notation paper),DOCTRINE (R2 directional)
Alpine Paste,alpine-paste,"Documented execution, decomposition unresolved",PB,passback,unresolved-directional-syntax,stable,parser/C,parser:unresolved-directional-syntax,,Y,N,N,Y,Y,unresolved directional token in the name,James+Red (Notation paper),DOCTRINE (R2 directional)
Alpine Pigbeater,alpine-pigbeater,"Documented execution, decomposition unresolved",PB,passback,unresolved-directional-syntax,stable,parser/C,parser:unresolved-directional-syntax,,Y,N,N,Y,Y,unresolved directional token in the name,James+Red (Notation paper),DOCTRINE (R2 directional)
Alpine Smog,alpine-smog,"Documented execution, decomposition unresolved",PB,passback,unresolved-directional-syntax,stable,parser/C,parser:unresolved-directional-syntax,,Y,N,N,Y,Y,unresolved directional token in the name,James+Red (Notation paper),DOCTRINE (R2 directional)
Alpine Smudge,alpine-smudge,"Documented execution, decomposition unresolved",PB,passback,unresolved-directional-syntax,stable,parser/C,parser:unresolved-directional-syntax,,Y,N,N,Y,Y,unresolved directional token in the name,James+Red (Notation paper),DOCTRINE (R2 directional)
Atomic DSO,atomic-dso,"Documented execution, decomposition unresolved",PB,passback,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Atomic far DLO,atomic-far-dlo,"Documented execution, decomposition unresolved",PB,passback,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Atomic Motion,atomic-motion,"Documented execution, decomposition unresolved",FM,footbagmoves,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Barfly Reverse Swirl,barfly-reverse-swirl,"Documented execution, decomposition unresolved",SG,stanford,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Barraging far DLO,barraging-far-dlo,"Documented execution, decomposition unresolved",PB,passback,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Barraging far Motion,barraging-far-motion,"Documented execution, decomposition unresolved",PB,passback,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Bubba Butterfly,bubba-butterfly,"Documented execution, decomposition unresolved",FM,footbagmoves,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Bubba Legover,bubba-legover,"Documented execution, decomposition unresolved",FM,footbagmoves,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Bubba Paradox Flail,bubba-paradox-flail,"Documented execution, decomposition unresolved",FM,footbagmoves,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Bubba Paradox Symposium Eggbeater,bubba-paradox-symposium-eggbeater,"Documented execution, decomposition unresolved",FM,footbagmoves,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
Bubba ss Mirage,bubba-ss-mirage,"Documented execution, decomposition unresolved",SG,stanford,ambiguous-terminal-mechanic,stable,parser/C,parser:ambiguous-terminal-mechanic,,Y,N,N,N,Y,the path/catch terminal-encoding standard decides how these read,James+Red (Notation paper),DOCTRINE (R2 terminal framing)
